"Id","Type","Zone","LotArea","LotConfig","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtRating","BsmtSF","CentralAir","X1stFlrSF","X2ndFlrSF","LowQualSF","LivAreaSF","FullBath","HalfBath","Bedrooms","Kitchen","KitchenQual","TotRms","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PoolArea","MoSold","YrSold","SaleCondition","SalePrice"
30410,70,"RM",7126,"Corner","1Fam","2Story",7,7,1920,1946,"Hip","TA","TA","BrkTil","Fa","TA","No","Unf",0,"Y",1046,793,0,1731,1,1,4,1,"Gd",8,"Typ",0,NA,"Detchd","Unf",2,590,"TA","TA",0,10,2006,"Normal",157605
30432,30,"RL",25453,"Inside","1Fam","1Story",5,7,1918,2001,"Gable","TA","Gd","BrkTil","TA","TA","No","Unf",0,"Y",1386,0,0,1463,2,0,3,1,"Gd",7,"Typ",0,NA,"Attchd","Unf",2,550,"TA","TA",0,8,2007,"Normal",107661
30564,50,"RM",5748,"Inside","1Fam","1.5Sto",6,6,1941,1948,"Gable","TA","Gd","BrkTil","TA","Gd","No","ALQ",370,"Y",897,340,0,1197,1,0,3,1,"TA",6,"Typ",1,"Gd","Detchd","Unf",2,430,"TA","TA",0,3,2006,"Normal",144237
30652,190,"RM",10302,"Inside","Duplex","1.5Sto",6,7,1905,1997,"Gable","TA","TA","BrkTil","Fa","TA","No","Unf",0,"N",1167,723,0,1943,2,0,3,2,"TA",7,"Typ",1,"TA","Detchd","Unf",2,657,"Gd","TA",0,4,2008,"Normal",187895
30828,60,"RL",7273,"Inside","1Fam","2Story",6,5,1998,1998,"Gable","TA","TA","PConc","TA","TA","No","GLQ",740,"Y",891,743,0,1594,2,1,3,1,"TA",8,"Typ",1,"TA","Attchd","Fin",2,398,"TA","TA",0,4,2007,"Normal",199064
30872,20,"RL",14658,"CulDSac","1Fam","1Story",8,5,1999,1999,"Gable","Gd","TA","PConc","Gd","TA","Gd","GLQ",897,"Y",1395,0,0,1447,2,0,3,1,"Gd",6,"Typ",0,NA,"Attchd","Unf",3,744,"TA","TA",0,8,2007,"Normal",216249
30894,50,"RL",10911,"Corner","1Fam","1.5Sto",3,4,1915,1941,"Gable","TA","TA","PConc","TA","TA","No","Unf",0,"Y",699,521,0,1173,1,0,3,1,"TA",6,"Typ",0,NA,"Detchd","Unf",3,903,"TA","TA",0,1,2006,"Family",104133
30938,85,"RL",8360,"Corner","1Fam","2.5Sto",5,7,1972,2002,"Gable","TA","TA","CBlock","Gd","TA","Av","GLQ",626,"Y",773,0,0,737,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd","Unf",2,413,"TA","TA",0,3,2009,"Normal",100753
30960,20,"RL",9182,"Corner","1Fam","1Story",5,5,1982,1982,"Gable","TA","TA","CBlock","TA","TA","No","ALQ",633,"Y",820,0,0,843,1,0,3,1,"TA",5,"Typ",0,NA,NA,NA,0,0,NA,NA,0,3,2008,"Normal",135675
31004,60,"RL",20135,"CulDSac","1Fam","2Story",7,6,1986,1986,"Gable","TA","Gd","CBlock","Gd","TA","No","Unf",0,"Y",1253,840,0,2055,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd","Fin",2,537,"TA","TA",0,11,2007,"Normal",214038
31048,50,"RL",9780,"Inside","1Fam","1.5Sto",6,8,1950,2004,"Gable","TA","Gd","CBlock","TA","TA","No","BLQ",119,"Y",1109,534,0,1692,1,1,3,1,"TA",6,"Min",0,NA,"Attchd","Unf",1,264,"TA","TA",0,9,2009,"Normal",137008
31070,90,"RL",6854,"Inside","Duplex","1Story",4,5,1949,1947,"Gable","TA","TA","BrkTil",NA,NA,NA,NA,0,"N",1000,0,0,1035,2,0,2,2,"TA",6,"Typ",0,NA,"Detchd","Unf",2,402,"TA","TA",0,6,2008,"Normal",70625
31136,120,"RL",3634,"Inside","TwnhsE","1Story",7,5,2004,2004,"Hip","Gd","TA","PConc","Gd","TA","No","ALQ",1027,"Y",1545,0,0,1566,2,0,1,1,"Gd",7,"Typ",1,"TA","Attchd","RFn",3,631,"TA","TA",0,5,2009,"Normal",141781
31312,80,"RL",20666,"CulDSac","1Fam","2.5Sto",6,7,1957,1957,"Flat","Gd","Gd","CBlock","Gd","TA","Av","Unf",0,"Y",1513,607,0,2099,2,0,4,1,"Gd",8,"Typ",1,"Gd","Attchd","Unf",2,428,"Gd","Gd",734,8,2006,"Abnorml",261907
31334,20,"RL",9784,"Inside","1Fam","1Story",5,5,1958,1974,"Hip","TA","TA","CBlock","TA","TA","No","ALQ",451,"Y",1295,0,0,1363,1,0,2,1,"TA",6,"Min",1,"TA","Detchd","Unf",1,487,"TA","TA",0,6,2006,"Normal",146767
31356,20,"RL",10233,"Inside","1Fam","1Story",6,6,1950,1950,"Hip","Gd","TA","CBlock","TA","TA","No","Unf",0,"Y",1229,0,0,1246,1,0,3,1,"Gd",7,"Typ",0,NA,"Detchd","Unf",2,506,"TA","TA",0,10,2008,"Normal",167354
31400,50,"RL",10733,"Inside","1Fam","1.5Sto",5,6,1945,1940,"Gable","TA","TA","CBlock","TA","TA","No","BLQ",591,"Y",1058,511,0,1533,1,1,3,1,"TA",6,"Typ",1,"TA","Attchd","Unf",1,288,"TA","TA",0,4,2007,"Normal",163481
31444,20,"RL",12884,"Corner","1Fam","1Story",6,7,1980,1980,"Gable","Gd","Gd","CBlock","Gd","TA","No","BLQ",673,"Y",1489,0,0,1452,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd","Fin",2,455,"TA","TA",0,4,2007,"Normal",179639
31466,60,"RL",21553,"Inside","1Fam","2Story",5,5,1995,1995,"Gable","Gd","TA","PConc","Gd","Gd","Av","Unf",0,"Y",722,1156,0,1754,2,1,4,1,"TA",7,"Typ",1,"Gd","Other","Fin",2,373,"TA","TA",0,7,2006,"Normal",150930
31576,20,"RL",8064,"Inside","1Fam","1Story",6,9,1962,1999,"Gable","Gd","Gd","CBlock","TA","TA","No","Unf",0,"Y",1514,0,0,1537,1,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd","RFn",2,465,"TA","TA",0,7,2008,"Abnorml",201545
31598,20,"RL",8640,"FR2","1Fam","1Story",4,6,1963,1963,"Gable","TA","TA","PConc","TA","TA","No","ALQ",606,"Y",867,0,0,843,1,0,3,1,"TA",5,"Typ",0,NA,"Detchd","Unf",2,512,"TA","TA",0,5,2006,"Normal",134897
31906,90,"RL",9177,"FR2","Duplex","2Story",5,5,1968,1968,"Gable","TA","TA","CBlock","Gd","TA","No","Unf",0,"Y",936,867,0,1755,2,2,4,2,"TA",8,"Typ",0,NA,NA,NA,0,0,NA,NA,0,9,2008,"Normal",154420
31950,180,"RM",3694,"Inside","TwnhsE","2.5Sto",5,5,2000,2000,"Gable","TA","TA","PConc","Gd","TA","Gd","GLQ",553,"Y",1043,0,0,1090,1,0,2,1,"TA",5,"Typ",0,NA,"Other","Fin",2,524,"TA","TA",0,5,2005,"Normal",165693
31972,20,"RL",17421,"Inside","1Fam","1Story",5,5,1998,1998,"Gable","TA","TA","PConc","Gd","TA","No","Unf",0,"Y",1174,0,0,1169,1,0,3,1,"TA",6,"Typ",0,NA,NA,NA,0,0,NA,NA,0,7,2005,"Abnorml",97256
32060,70,"RL",8704,"Inside","1Fam","2Story",7,9,1941,1999,"Gable","Ex","Gd","BrkTil","TA","Gd","No","GLQ",271,"Y",1189,1202,0,2427,2,0,4,1,"Gd",9,"Typ",2,"Gd","Attchd","RFn",1,255,"TA","TA",0,5,2010,"Normal",200341
32104,20,"RL",9799,"Inside","1Fam","1Story",5,6,1958,1958,"Gable","Gd","TA","CBlock","TA","TA","No","BLQ",842,"Y",1195,0,0,1278,1,1,3,1,"TA",6,"Typ",0,NA,"Attchd","Fin",1,269,"TA","TA",0,6,2007,"Normal",117165
